,Sector,2015 PRICE VAR [%],Class,Revenue,Revenue Growth,Gross Margin,Operating Income,Net Income,Net Profit Margin,returnOnEquity,returnOnAssets,PE ratio,Price to Sales Ratio,EV to Sales,Debt to Equity,Current ratio,Operating Cash Flow,Free Cash Flow,EPS Diluted Growth,Net Income Growth
VRNS,Technology,-43.2024166050668,0,101348000.0,0.3583,0.9022,-17308000.0,-19398000.0,-0.1914,-0.2041,-0.1878,0.0,7.9578,6.8557,0.0,2.866,-7110000.0,-9443000.0,0.5285,-1.5951
ANY,Technology,-72.0479704797048,0,13469000.0,0.0,0.3962,-12039000.0,-12722000.0,-0.9445,-0.1494,26.2309,0.0,9.0271,10.5218,0.2865,0.867,-8545000.0,-10531000.0,-1.7895,-2.8135
SINA,Technology,30.6532656218708,1,640286000.0,0.2161,0.5465,-168869000.0,176802000.0,0.2761,0.0824,0.0802,13.7537,3.8575,,0.3728,6.466,101025000.0,-1828000.0,2.9848,2.9174
SQNS,Technology,73.55370565513087,1,22602000.0,0.6483,0.3018,-34060000.0,-34124000.0,-1.5098,-1.3587,-1.3119999999999998,0.0,3.1132,,0.0933,1.906,-24406000.0,-30648000.0,0.2564,0.0411
FTNT,Technology,1.2341641749512542,1,770364000.0,0.252,0.7001,59324000.0,25343000.0,0.0329,0.0375,0.0446,204.4,6.5612,5.6265,0.0,2.025,196582000.0,164385000.0,-0.4231,-0.4276
XPER,Technology,-13.448744694535383,0,278807000.0,0.6516,0.9986,165696000.0,170454000.0,0.6114,0.3149,0.3824,11.0712,6.7684,5.2102,0.0,13.975,134204000.0,163608000.0,5.2468,1.9186
RPD,Technology,-40.15031762861644,0,76880000.0,0.2807,0.7597,-29141000.0,-32627000.0,-0.4244,0.1322,-278.8632,0.0,8.9853,7.7405,-0.0683,0.895,-3356000.0,-10438000.0,-0.5909,-0.6206
AMBA,Technology,9.251276319784678,1,157608000.0,0.3018,0.6335,27917000.0,25654000.0,0.1628,0.1641,0.1657,34.4409,5.7335,4.8237,0.0,6.977,34350000.0,32662000.0,0.4167,0.4105
AMKR,Technology,-14.606741272038148,0,3129440000.0,0.0585,0.1767,221460000.0,129739000.0,0.0415,0.1162,0.048,12.6786,0.5383,0.8822,1.3714,1.71,614666000.0,-63639000.0,0.1,0.187
MITK,Technology,29.2452845042097,1,19150000.0,0.2936,0.8878,-5408000.0,-5292000.0,-0.2763,-0.221,-0.2323,0.0,3.8388,2.5837,0.0,4.459,-2469000.0,-2603000.0,0.3462,0.2726
BHE,Technology,-17.682187393473896,0,2797061000.0,0.1159,0.0788,98471000.0,81241000.0,0.0289999999999999,0.063,0.0672,16.7368,0.4832,0.3338,0.0074,3.839,135440000.0,90503000.0,-0.2611,-0.2677
INFN,Technology,25.48477400130516,1,668079000.0,0.2278,0.4315,27342000.0,13659000.0,0.0204,0.0283,0.0244,134.2727,2.7699,2.4567,0.2426,3.739,35963000.0,12841000.0,1.4074,1.4253
SREV,Technology,2.4444474114312067,1,272180000.0,-0.0011,0.2872,-83849000.0,-95339000.0,-0.3503,-0.5566,-0.3464,0.0,1.4407,1.0941,0.7068,6.782,-23762000.0,-33119000.0,-2.9655,-3.172
CMCM,Technology,3.6893196686321135,1,299997093.9619,1.4267,0.7639,14960607.0391,11029544.7207,0.0368,0.031,0.0075,176.6355,11.2493,,0.0,0.5438,57995156.6032,52108653.5357,-0.0733,0.0788
UPLD,Technology,-25.86750766499418,0,64574000.0,0.5676,0.6419,-18345000.0,-20117000.0,-0.3115,-0.2818,-3.2973,0.0,2.2516,2.1324,0.3262,1.048,1177000.0,316000.0,0.4299,-1.3282
GLUU,Technology,-40.00000117737565,0,223146000.0,1.1129,0.6157,2065000.0,8148000.0,0.0365,0.0475,0.1582,43.3333,1.8692,1.5425,0.0,1.597,30574000.0,27282000.0,1.3214,1.4093
SEDG,Technology,36.08695187455507,1,133217000.0,0.6855,0.1649,28257000.0,-21378000.0,-0.1605,0.158,-12.7174,0.0,3.1644,2.6528,-0.1496,0.95,12054000.0,-20835000.0,0.2568,0.2414
LLNW,Technology,-47.2924170324857,0,162259000.0,-0.0644,0.3908,-26718000.0,-24591000.0,-0.1516,-0.1159,-0.1851,0.0,1.6847,1.1132,0.0017,4.941,464000.0,-18117000.0,0.3243,0.3054
CSGS,Technology,50.359399320632974,1,751286000.0,0.0051,0.4818,75690000.0,35711000.0,0.0475,0.0996,0.1191,22.7909,1.1456,1.2175,0.7134,2.229,83651000.0,57666000.0,-0.2319,-0.2111
DPW,Technology,-58.46153846153847,0,9022000.0,0.0287,0.3643,-542000.0,-658000.0,-0.0729,-0.1482,-0.1584,0.0,0.9836,0.7498,0.0,2.887,669000.0,550000.0,-0.087,-0.0411
WAT,Technology,18.177032909100667,1,1989344000.0,0.0447,0.5853,517908000.0,431620000.0,0.217,0.2278,0.1687,22.0156,4.7186,4.4207,0.772,4.853,511648000.0,420526000.0,-0.025,-0.0409
MKSI,Technology,1.1275160838484015,1,780869000.0,0.1665,0.4326,135142000.0,115778000.0,0.1483,0.107,0.1339,16.8664,2.4874,1.729,0.0,8.64,101914000.0,88731000.0,2.2239,2.2362
CDK,Technology,18.47647834494937,1,1976500000.0,0.0745,0.3906,350900000.0,227900000.0,0.1153,0.1268,0.4528,21.831,2.5194,2.3061,0.0122,1.846,245900000.0,201800000.0,0.1452,0.1429
MXL,Technology,97.45307596399408,1,133112000.0,0.1125,0.6157,-8858000.0,-7041000.0,-0.0529,-0.071,-0.0879,0.0,2.075,1.5559,0.0,3.035,12234000.0,3434000.0,0.4865,0.447
WIX,Technology,8.076013418311383,1,141841000.0,0.7626,0.8159,-55644000.0,-56566000.0,-0.3988,-3.033,-4.0901,0.0,5.551,,0.0,1.069,-803000.0,-6422000.0,0.5526,-0.9696
AAOI,Technology,59.03614372640949,1,130449000.0,0.6634,0.3392,5138000.0,4283000.0,0.0328,0.0372,0.0331,37.4,1.2743,1.1829,0.2601,2.33,8530000.0,-32552000.0,3.0,4.0462
AZPN,Technology,7.824094311689517,1,391453000.0,0.2571,0.8654,129724000.0,85783000.0,0.2191,1.0252,1.1889,49.8925,10.9135,10.2311,0.0,1.237,200131000.0,195435000.0,0.9574,0.8953
IRBT,Technology,1.6073518106727651,1,556846000.0,0.1425,0.4634,53117000.0,37803000.0,0.0679,0.0968,0.1231,27.0313,1.8367,1.4378,0.0,3.785,40606000.0,26832000.0,0.3298,0.3676
SOHU,Technology,9.09958150397174,1,1673077000.0,0.1948,0.5902,-204963000.0,-166657000.0,-0.0996,-0.1387,-0.1154,0.0,1.2233,,0.0212,2.137,152283000.0,-57903000.0,-8.4255,-9.894
IPHI,Technology,52.311165763113095,1,96145000.0,-0.0635,0.5398,-35896000.0,-22608000.0,-0.2351,-0.0945,-0.1569,0.0,7.1313,6.4108,0.0,4.408,8441000.0,-12730000.0,-0.5333,-0.7156
BLKB,Technology,57.96052767282035,1,564421000.0,0.1203,0.5155,46364000.0,28290000.0,0.0501,0.1522,-0.3395,68.6667,3.5479,3.7696,1.5091,0.684,116884000.0,94438000.0,-0.0746,-0.0716
ENPH,Technology,-75.2990852847248,0,343904000.0,0.477,0.3287,-4429000.0,-8052000.0,-0.0234,-0.1715,-0.0925,0.0,1.8127,1.6905,0.0,1.957,24222000.0,10973000.0,0.6935,0.6893
HLIT,Technology,-41.94008503890474,0,433557000.0,-0.0614,0.4898,-21571000.0,-46248000.0,-0.1067,-0.1244,-0.2721,0.0,1.4238,1.1819,0.0,2.587,47369000.0,37304000.0,-2.4706,-2.249
ST,Technology,-11.863752673883154,0,2409803000.0,0.2166,0.3496,371589000.0,283749000.0,0.1177,0.2178,0.2753,31.3832,3.6701,4.7617,2.1812,1.651,382568000.0,238357000.0,0.5714,0.5083
CRTO,Technology,-0.8512773266860433,0,988249000.0,0.6767,0.359,53084000.0,45556000.0,0.0461,0.1099,0.1254,52.4935,2.3254,1.9844,0.0356,2.184,116281000.0,67690000.0,23.0,31.4473
ROG,Technology,-35.10758914976654,0,610911000.0,0.1366,0.3843,81241000.0,53412000.0,0.0874,0.0909,0.1141,27.7007,2.438,2.1587,0.1137,3.638,85207000.0,56452000.0,0.3241,0.3944
UMC,Technology,-11.412189402318942,0,4414974174.6287,0.065,0.2275,317735061.3313,329429193.0754,0.0746,0.0483,0.0062,15.9972,0.2058,,0.1832,0.0621,1394902027.5597,42181975.8459,-0.1269,-0.1858
KEYS,Technology,-15.230396541340957,0,2933000000.0,0.0156,0.5523,469000000.0,392000000.0,0.1337,0.5098,0.2527,13.4043,1.8025,1.9011,1.4291,2.406,563000000.0,493000000.0,-0.1423,-0.1422
AXTI,Technology,-11.743769766046038,0,83499000.0,-0.0215,0.2056,-2854000.0,-1388000.0,-0.0166,-0.01,-0.0114,0.0,1.1011,0.6062,0.0,6.986000000000001,3497000.0,1539000.0,0.8,0.8256
EPAM,Technology,69.18442152214871,1,730027000.0,0.3151,0.3746,86183000.0,69641000.0,0.0954,0.1501,0.2019999999999999,32.2635,3.1335,2.8280000000000003,0.0,3.31,104874000.0,89034000.0,0.0938,0.1234
FIVN,Technology,93.7639254511262,1,103102000.0,0.2255,0.4698,-35530000.0,-37786000.0,-0.3665,-0.905,-0.5492,0.0,2.1239,1.8272,1.1423,2.738,-24279000.0,-25304000.0,0.8721,-0.2067
EPAY,Technology,17.278102938287457,1,300585000.0,0.1798,0.5653,-2478000.0,-19104000.0,-0.0636,-0.0493,-0.0917,0.0,3.9177,3.7757,0.3841,2.59,52221000.0,39682000.0,-0.2683,-0.3271
AVT,Technology,1.5910534662600593,1,27499654000.0,0.0802,0.1173,812042000.0,545604000.0,0.0198,0.1116,0.121,11.2177,0.223,0.2646,0.4241,1.798,237418000.0,114176000.0,0.2118,0.2123
RMBS,Technology,1.1343814485880086,1,296558000.0,0.0923,0.8586,75346000.0,26201000.0,0.0884,0.0669,0.0761,48.2174,4.2913,3.7991,0.3936,9.084,76467000.0,75122000.0,1.7333,1.7764
OTEX,Technology,-15.453909420657554,0,1624699000.0,0.1917,0.6856,300528000.0,218125000.0,0.1343,0.1329,0.6885,26.3407,3.5878,4.1365,0.8036,1.272,417127000.0,374859000.0,0.4365,0.4687
SANM,Technology,-11.938386030536677,0,6215106000.0,0.0504,0.0786,199682000.0,197165000.0,0.0317,0.1581,0.1332,8.9832,0.2843,0.2967,0.4364,1.598,307382000.0,243896000.0,1.4409,1.4847
KOPN,Technology,-25.68306107039648,0,31807465.0,0.3891,0.384,-28428725.0,-28212044.0,-0.887,-0.2568,-0.3091,0.0,7.4595,4.603,0.0,7.546,-19604996.0,-20844982.0,-4.625,-4.9903
SATS,Technology,-24.903989042969,0,3445578000.0,0.0497,0.3824,328090000.0,152874000.0,0.0444,0.0433,0.0305,23.5053,1.1292,1.3264,0.6701,4.497,840131000.0,160105000.0,58.3333,64.4527
RNWK,Technology,-39.37232722918303,0,156212000.0,-0.2424,0.511,-79733000.0,-71815000.0,-0.4597,-0.3642,-0.4704,0.0,1.6239,0.5696,0.0,3.682,-60244000.0,-62704000.0,-0.2048,-0.2174
DMRC,Technology,35.42284703770919,1,25658000.0,-0.2662,0.6714,-15223000.0,-15820000.0,-0.6166,-0.3032,-0.3644,0.0,8.141,6.6474,0.0,9.025,-6733000.0,-9322000.0,-21.2,-30.2032
SAIC,Technology,-5.246931890406311,0,4121000000.0,-0.138,0.0808,183000000.0,113000000.0,0.0274,0.2997,0.2306,15.8841,0.4402,0.5004,1.3316,1.7619999999999998,183000000.0,167000000.0,-0.3798,-0.3791
DIOD,Technology,-15.97806500285893,0,890651000.0,0.0772,0.3113,84511000.0,63678000.0,0.0715,0.0829,0.0762,20.4222,1.4729,1.3465,0.185,4.525,134272000.0,77986000.0,1.3393,1.4
INOV,Technology,-37.03703703703704,0,361540000.0,0.2223,0.6881,110061000.0,65352000.0,0.1808,-7.9484,0.2982,54.0,12.0369,10.6931,-36.5199,4.261,85528000.0,62909000.0,1.0417,0.9974
BNFT,Technology,16.261981714558992,1,137420000.0,0.3119,0.3635,-58903000.0,-63179000.0,-0.4598,1.4754,-0.799,0.0,6.1071,6.0918,-1.2632,1.442,-18878000.0,-28702000.0,0.1605,-1.0809
SMTC,Technology,-32.5730561782157,0,594977000.0,0.0279,0.5634,-108917000.0,-164466000.0,-0.2764,-0.3069,-0.4187,0.0,2.6361,2.7178,0.5446,3.549,117981000.0,80877000.0,-4.9355,-4.9216
EVTC,Technology,-22.261712951428684,0,361788000.0,0.0094,0.5646,96987000.0,66157000.0,0.1829,0.6976,0.9783,26.3452,4.7695,6.5723,7.271,1.418,139819000.0,114273000.0,3.4706,3.4397
SMCI,Technology,-29.4270067609002,0,1467202000.0,0.262,0.1537,80259000.0,54157000.0,0.0369,0.0882,0.0832,22.3333,0.6579999999999999,0.6106,0.0968,2.185,6538000.0,-34029000.0,-0.2796,-0.2576
BITA,Technology,-62.146966894391134,0,422641104.2945,0.7812,0.7433,85124152.4056,78404746.5289,0.1855,0.2363,0.0519,37.5,1.1629,,0.0,0.3298,66180174.3623,58730222.7963,0.858,0.9716
MSTR,Technology,9.912946697508527,1,579830000.0,0.0068,0.7668,5104000.0,5035000.0,0.0087,0.0155,0.0147,360.8889,3.1652,2.5683,0.0,2.343,14600000.0,-6196000.0,-0.9403,-0.9396
COHU,Technology,3.6306280594893527,1,316629000.0,0.4761,0.3347,19403000.0,8708000.0,0.0275,0.0352,0.05,35.2941,0.9677,0.7402,0.0,3.084,19678000.0,18221000.0,1.2463,1.2606
GRMN,Technology,-25.769256889011245,0,2870658000.0,0.0907,0.5589,690626000.0,364211000.0,0.1269,0.107,0.1908,28.4444,3.8968,3.4214,0.0,2.43,522711000.0,450120000.0,-0.3974,-0.4053
CSLT,Technology,-63.41045455860407,0,45605000.0,2.5154,0.391,-86158000.0,-85940000.0,-1.8844,-0.4878,-0.4934,0.0,23.1643,18.9437,0.0,5.246,-54637000.0,-56497000.0,0.8153,-0.3821
TWOU,Technology,43.634497945292,1,110239000.0,0.3262,0.7564,-27878000.0,-28999000.0,-0.2631,-0.3295,-0.3974,0.0,7.2303,6.4417,0.0,3.786,-11685000.0,-22638000.0,0.7612,-0.0278
MLNX,Technology,-1.1262307702153227,0,463649000.0,0.1875,0.6793,-7191000.0,-24009000.0,-0.0518,-0.0342,-0.0505,0.0,4.1695,3.3341,0.0023,4.371,80130000.0,50206000.0,0.0,-0.0286
AVID,Technology,-48.73417844614264,0,530251000.0,-0.0589,0.6144,19699000.0,14728000.0,0.0278,-0.0432,-0.1175,37.3947,1.0509,1.0036,0.0,0.492,-9897000.0,-23189000.0,-0.2963,-0.3037
GNRC,Technology,-35.79900551325367,0,1460919000.0,-0.0167,0.3534,288498000.0,174613000.0,0.1195,0.3565,0.2651,18.3373,2.2043,2.8192,2.2214,3.037,252986000.0,218691000.0,-0.008,0.0004
SPWR,Technology,16.72501477063891,1,3027265000.0,0.2074,0.2065,251240000.0,245894000.0,0.0812,0.1603,0.1039,13.6806,1.1336,1.1983,0.763,2.127,8360000.0,-158576000.0,1.2143,1.5723
RNG,Technology,60.08147085200864,1,219887000.0,0.37,0.6509,-45205000.0,-48340000.0,-0.2198,-0.5009,-0.4433,0.0,4.6217,4.093999999999999,0.2655,2.095,-11430000.0,-29395000.0,0.482,-0.0486
PEGA,Technology,35.81023174497659,1,590004000.0,0.1592,0.6863,51539000.0,33255000.0,0.0564,0.1128,0.1718,47.2045,2.6877,2.3297,0.0,1.712,103276000.0,91813000.0,-0.1429,-0.1259
NOVT,Technology,-5.874225057248467,0,364706000.0,0.1508,0.4117,-16806000.0,-24252000.0,-0.0665,-0.115,-0.1433,0.0,1.3808,1.5487,0.5329999999999999,3.388,42289000.0,36986000.0,-4.3333,-4.3181
PXLW,Technology,-49.14529483464092,0,60923000.0,0.2661,0.5217,-8949000.0,-9960000.0,-0.1635,-0.635,-0.5573,0.0,1.7323,1.4873,0.1913,1.77,1688000.0,-1173000.0,0.0222,-0.1229
AEIS,Technology,16.556566236856955,1,367333000.0,0.2269999999999999,0.512,86091000.0,46982000.0,0.1279,0.0989,0.1715,20.431,2.587,2.2481,0.0,3.347,77162000.0,73713000.0,2.6286,0.4643
ENR,Technology,-72.9671807956627,0,1840400000.0,-0.0854,0.4621,268600000.0,157300000.0,0.0855,0.2171,0.2716,48.6996,4.8877,4.115,0.0,1.964,219900000.0,191500000.0,0.3676,0.369
VRTU,Technology,1.9733577182879067,1,396933000.0,0.1914,0.3688,42412000.0,34375000.0,0.0866,0.0919,0.1503,25.3864,2.4624,2.1064,0.0,3.895,48919000.0,41517000.0,0.1441,0.2105
MEET,Technology,130.9677441187134,1,44817436.0,0.1099,1.0,-3146405.0,-3962165.0,-0.0884,-0.0429,-0.1987,0.0,1.5321,1.243,0.0443,2.861,4596237.0,3483750.0,0.6552,0.6364
ALRM,Technology,-1.1848274024543104,0,167312000.0,0.2848,0.5985,21000000.0,13502000.0,0.0807,-0.1108,0.2501,73.3913,4.2897,4.0864,-0.055,3.016,15635000.0,8743000.0,2.5,3.6148
AME,Technology,2.5231184954336587,1,4021964000.0,0.119,0.3384,898586000.0,584460000.0,0.1453,0.1804,0.5358,22.0209,3.2182,3.5505,0.5291,1.686,725962000.0,655585000.0,0.1286,0.1305
QNST,Technology,-28.50000063578288,0,282549000.0,-0.0739,0.1438,-106485000.0,-146404000.0,-0.5182,-1.0086,-1.2046,0.0,0.8544,0.6932,0.5323,2.667,18377000.0,12922000.0,-1.1401,-1.1731
SIMO,Technology,25.441575770525706,1,289323000.0,0.2841,0.5174,59070000.0,44467000.0,0.1537,0.1462,0.1647,17.9167,10.7598,,0.0016,5.18,68725000.0,57129000.0,0.65,0.6243
VNET,Technology,36.73996984143776,1,464392476.5902,0.4323,0.2816,-15032450.7588,-56260897.6429,-0.1211,-0.1582,-0.153,0.0,2.1417,,1.8272,0.1548,52529060.381000005,-74024378.4307,-5.702999999999999,-6.0767
KEM,Technology,-43.02884428792826,0,833666000.0,0.0118,0.1448,-18211000.0,-68503000.0,-0.0822,-0.3087,-0.1301,0.0,0.3145,0.7069,1.7964,2.401,-6746000.0,-38893000.0,0.1694,0.1664
SCSC,Technology,-18.49227873597161,0,2913634000.0,0.0127,0.1033,124097000.0,81789000.0,0.0281,0.1019,0.1094,13.1765,0.3727,0.3077,0.0068,2.432,47722000.0,36494000.0,1.3065,1.3596
QADA,Technology,-9.548525759536387,0,266000000.0,,0.56015037593985,9000000.0,6000000.0,0.022556390977444,,,,,,,,24000000.0,19000000.0,,
LUNA,Technology,-25.0,0,21259990.0,0.1596,0.3686,-4505101.0,5994807.0,0.282,0.3425,0.317,3.55,1.0052,0.3758,0.042,2.819,-2714719.0,-2969961.0,7.6667,7.4967
CLS,Technology,-5.967603039920339,0,5631300000.0,-0.0284,0.072,115400000.0,108200000.0,0.0192,0.0776,0.0794,19.2459,0.3773,,0.0,1.996,196300000.0,180200000.0,-0.0625,-0.0831
HUBB,Technology,-3.9289771925665486,0,3359400000.0,0.0551,0.3301,517400000.0,325300000.0,0.0968,0.1688,0.2124,19.3884,1.8776,1.8582,0.3094,3.264,391500000.0,331200000.0,0.0018,-0.0037
MRCY,Technology,41.45981418601545,1,208729000.0,0.0746,0.4539,-7405000.0,-11425000.0,-0.0547,-0.0349,-0.0807,0.0,1.8066,1.5788,0.0,4.868,14241000.0,7540000.0,0.1591,0.135
STMP,Technology,130.32149665666915,1,147269000.0,0.1522,0.7766,32248000.0,36882000.0,0.2504,0.1799,0.5917,20.8652,5.1847,4.8627,0.0,1.941,51725000.0,48867000.0,-0.1697,-0.1647
FN,Technology,38.32752987598136,1,677854000.0,0.0566,0.1095,91317000.0,91731000.0,0.1353,0.2149,0.208,7.8175,1.0648,0.7447,0.0387,3.85,66550000.0,55744000.0,0.303,0.33
VSAT,Technology,-1.5332485102917406,0,1351462000.0,0.207,0.2665,3299000.0,-9446000.0,-0.0069999999999999,-0.01,-0.0072,0.0,2.2256,2.6928,0.733,1.934,205140000.0,-102485000.0,0.7766,0.7706
WK,Technology,29.381441778604017,1,112694000.0,0.3235,0.6994,-38610000.0,-41154000.0,-0.3652,-0.7373,-0.4283,0.0,4.6997,4.0194,0.4454,1.746,-3505000.0,-12071000.0,-0.3617,-0.3929999999999999
CACI,Technology,8.362527216808193,1,3564562000.0,-0.0319,0.3193,257403000.0,135316000.0,0.038,0.0997,0.3545,12.1471,0.4628,0.8039,0.9436,1.741,203470000.0,188191000.0,-0.1528,-0.1079
AEMD,Technology,-65.17948737511267,0,1623769.0,0.3201,1.0,-3055928.0,-13357232.0,-8.2261,0.8936,0.9483,0.0,24.5151,25.3057,-0.1695,0.095,-2138971.0,-2235027.0,-1.2933,-1.7304
VUZI,Technology,80.28503762029945,1,3032076.0,0.2692,0.3068,-5032332.0,-7868858.0,-2.5952,0.5465,7.7896,0.0,16.0336,16.4249,-0.0883,0.579,-4609050.0,-5423743.0,0.5562,0.2245
JKS,Technology,37.86746635292508,1,1572631015.0145,0.3476,0.2153,136269637.5525,117104577.8172,0.0745,0.2068,0.1081,5.5796,0.2186,,2.4006,0.1597,30201413.949,-451796219.4059,0.9287,2.5057
SNCR,Technology,-15.067502577081854,0,307301000.0,-0.1196,0.6668,-3541000.0,38895000.0,0.1266,0.0735,0.0769,43.6042,5.7831,5.6274,0.4521,5.043,87321000.0,13436000.0,0.6552,0.6657
EIGI,Technology,-40.40348847198079,0,629845000.0,0.2106,0.3943,12478000.0,-42835000.0,-0.068,-0.2455,0.1966,0.0,3.787,5.4719,6.275,0.305,142893000.0,118989000.0,0.7806,0.7309
LOGI,Technology,22.20159849599638,1,2008028000.0,-0.0435,0.3294,105696000.0,74304000.0,0.037,0.0924,0.1311,32.3696,1.1982,0.9644,0.0,2.052,205421000.0,158763000.0,1.3194,1.3266
EBIX,Technology,96.94144892291888,1,214321000.0,0.0469,0.7789,79672000.0,63558000.0,0.2966,0.147,1.1225,10.1131,2.9076,3.2314,0.2822,1.4580000000000002,58510000.0,42233000.0,0.0915,0.0723
ANSS,Technology,13.302303639811832,1,936021000.0,0.0868,0.8361,347450000.0,254690000.0,0.2721,0.1149,0.3735,29.6029,8.0516,7.2089,0.0,2.327,385307000.0,359284000.0,0.0465,0.0382
ITRI,Technology,-13.569040187188088,0,1947616000.0,0.0049,0.3153,480000.0,-23670000.0,-0.0122,-0.0348,-0.0504,0.0,0.8481,0.9568,0.4757,1.505,132973000.0,88478000.0,0.8462,0.8454
SSYS,Technology,-71.03022990974817,0,750129000.0,0.5486,0.4831,-174339000.0,-119420000.0,-0.1592,-0.0472,-0.1698,0.0,5.4523,,0.0198,3.179,13816000.0,-46681000.0,-2.5147,-3.4305
PINC,Technology,6.139033835779749,1,910549000.0,0.0475,0.6622,302052000.0,28332000.0,0.0311,-0.0115,0.0852,0.0,4.6176,4.3289,-0.0137,1.885,368122000.0,312382000.0,-85.0079,-368.8492
SSTK,Technology,-52.82275831745982,0,327971000.0,0.3926,0.6036,39036000.0,22089000.0,0.0674,0.0879,0.0961,109.6825,7.466,6.587000000000001,0.0,2.689,82859000.0,64909000.0,-0.2078,-0.1649
INST,Technology,15.66666497124566,1,44352000.0,0.7022,0.6592,-38709000.0,-41427000.0,-0.9341,0.5485,-1.6044,0.0,7.5063,6.2658,-0.003,1.474,-20395000.0,-22798000.0,-0.1981,-0.8128
TLRA,Technology,-28.71972775074188,0,159487000.0,0.2101,0.3625,-23188000.0,-23489000.0,-0.1473,-0.1681,-0.2483,0.0,0.9192,0.4315,0.0,3.387,-10984000.0,-15010000.0,0.5489999999999999,0.2001
PRGS,Technology,-10.246813784421764,0,332533000.0,-0.0044,0.897,80740000.0,49458000.0,0.1487,0.091,0.1756,26.866,3.933,3.0811,0.0,2.45,107694000.0,95893000.0,-0.2889,-0.3397
SPSC,Technology,26.25426778255307,1,127947000.0,0.2257,0.6874,4383000.0,2704000.0,0.0211,0.0132,0.0181,333.1176,7.2048,6.1825,0.0,6.604,16788000.0,9206000.0,1.2857,1.5728
RUBI,Technology,2.5561086284927432,1,125295000.0,0.4946,0.8344,-18778000.0,-18673000.0,-0.149,-0.145,-0.1891,0.0,4.6317,3.7968,0.0008,1.541,6645000.0,-12840000.0,0.4017,-0.4666
EGAN,Technology,-16.796868669916734,0,70262000.0,0.1931,0.6661,-4059000.0,-5246000.0,-0.0747,-1.7206,-2.0146,0.0,2.4526,2.4128,1.9734,0.922,-4659000.0,-6431000.0,-8.0,-8.6696
ARW,Technology,-5.675484678750218,0,22768674000.0,0.0661,0.1316,762257000.0,498045000.0,0.0219,0.1199,0.13,11.4634,0.2464,0.3202,0.5011,1.547,673301000.0,550796000.0,0.2935,0.2469
ACLS,Technology,1.568625984353196,1,203051000.0,0.0379,0.3455,-10661000.0,-11266000.0,-0.0555,-0.0669,-0.0689,0.0,1.4121,1.3282,0.0863,3.554,-16045000.0,-16941000.0,0.375,0.3429
DSGX,Technology,36.32043820591648,1,151294000.0,0.1924,0.6758,14669000.0,9612000.0,0.0635,0.0384,0.1286,95.8667,5.934,,0.1615,2.489,42614000.0,40229000.0,-0.4,-0.3991
JASO,Technology,16.167657079289736,1,11296000000.0,,0.1554532577903699,663000000.0,424000000.0,0.0375354107648729,,,,,,,,526000000.0,-124000000.0,,
MODN,Technology,5.084745458305619,1,81756000.0,-0.1977,0.5383,-20393000.0,-20881000.0,-0.2554,-0.2347,-0.2339,0.0,2.9975,1.7619999999999998,0.0,3.256,-6050000.0,-8266000.0,-13.3333,-21.5497
PCTY,Technology,57.96649441582266,1,108687000.0,0.4062,0.4931,-7018000.0,-9392000.0,-0.0864,-0.1031,-0.1169999999999999,0.0,9.8638,9.1383,0.0,1.155,7199000.0,-3817000.0,-2.7143,-3.0995
ASUR,Technology,-17.999995838512074,0,27206000.0,0.068,0.7679,1584000.0,-262000.0,-0.0096,-0.0586,0.0454,0.0,1.2519,1.7963,3.3843,0.492,2706000.0,1937000.0,0.8621,0.8424
AEHR,Technology,-31.636363809758965,0,19684000.0,0.1938,0.5193,497000.0,422000.0,0.0214,0.0599,0.06,56.5,1.2671,1.2147,0.1102,2.281,-607000.0,-896000.0,1.1111,1.1234
BMI,Technology,2.726698451488781,1,364768000.0,0.0917,0.3595,46047000.0,29678000.0,0.0814,0.1385,0.2562,28.5337,2.351,2.5409,0.3543,1.318,35735000.0,23403000.0,0.2118,0.2056
APPS,Technology,-62.5352095554944,0,24404000.0,5.3305,0.3215,-15524000.0,-17202000.0,-0.7049,-0.522,-1.0724,0.0,5.324,4.4213,0.0,2.3080000000000003,-7807000.0,-8014000.0,0.1605,-0.359
SNPS,Technology,5.82367105589939,1,2057472000.0,0.0485,0.7779,248717000.0,259124000.0,0.1259,0.0848,0.7059,24.5389,3.1037,2.661,0.0245,1.085,550953000.0,444040000.0,0.038,0.0457
MIME,Technology,-4.950494862528325,0,88315000.0,,0.6753,-11360000.0,-16890000.0,-0.1912,,,1010.0,3.7192,3.0194,,,-967000.0,-18855000.0,,
NATI,Technology,-5.523704910279164,0,1243862000.0,0.0608,0.7442,145187000.0,126333000.0,0.1016,0.1131,0.131,31.404,3.189,2.8102,0.0,3.827,195110000.0,124385000.0,0.5469,0.5691
PLXS,Technology,-13.926550575251088,0,2378249000.0,0.0674,0.0948,100607000.0,87213000.0,0.0367,0.1116,0.0856,14.6589,0.5367,0.503,0.3411,2.249,88432000.0,25865000.0,0.0678,0.0602
MANT,Technology,3.6562934762870745,1,1773981000.0,-0.2321,0.1408,94816000.0,47294000.0,0.0267,0.0409999999999999,0.2138,23.8031,0.6352,0.6218,0.0,1.874,126925000.0,115443000.0,8.4706,8.6913
